"Date","jurisdiction","Daily Case Rate / 100,000","Seven-day Average Case Rate"
2020-08-27,"Bear River",4.8,7
2020-08-27,"Central Utah",6.1,5.2
2020-08-27,"Davis County",12.9,9.8
2020-08-27,"Salt Lake County",15,12.9
2020-08-27,"San Juan",0,1.9
2020-08-27,"Southeast Utah",7.5,4.6
2020-08-27,"Southwest Utah",7.9,6.5
2020-08-27,"Summit County",11.9,14.9
2020-08-27,"Tooele County",5.5,8.1
2020-08-27,"TriCounty",0,1.8
2020-08-27,"Utah County",14.1,15.4
2020-08-27,"Wasatch County",8.8,9.2
2020-08-27,"Weber-Morgan",11.8,9.1
2020-08-28,"Bear River",9.1,6.5
2020-08-28,"Central Utah",3.7,5.1
2020-08-28,"Davis County",14.3,9.8
2020-08-28,"Salt Lake County",16.1,13.3
2020-08-28,"San Juan",6.5,1.9
2020-08-28,"Southeast Utah",2.5,4.6
2020-08-28,"Southwest Utah",10.3,7.1
2020-08-28,"Summit County",7.1,11.2
2020-08-28,"Tooele County",2.8,7.9
2020-08-28,"TriCounty",0,1.8
2020-08-28,"Utah County",22.5,16.6
2020-08-28,"Wasatch County",5.9,9.2
2020-08-28,"Weber-Morgan",13.6,9.9
2020-08-29,"Bear River",11.2,6.9
2020-08-29,"Central Utah",3.7,4.7
2020-08-29,"Davis County",9.6,10.3
2020-08-29,"Salt Lake County",13.4,13.7
2020-08-29,"San Juan",13.1,3.7
2020-08-29,"Southeast Utah",2.5,5
2020-08-29,"Southwest Utah",7.5,7.7
2020-08-29,"Summit County",4.7,10.8
2020-08-29,"Tooele County",16.6,9.1
2020-08-29,"TriCounty",5.3,2.5
2020-08-29,"Utah County",28.8,18.9
2020-08-29,"Wasatch County",5.9,8
2020-08-29,"Weber-Morgan",9.2,10.1
2020-08-30,"Bear River",5.9,7.1
2020-08-30,"Central Utah",1.2,4.5
2020-08-30,"Davis County",6.2,10.7
2020-08-30,"Salt Lake County",10,13.6
2020-08-30,"San Juan",6.5,3.7
2020-08-30,"Southeast Utah",2.5,3.2
2020-08-30,"Southwest Utah",5.2,7.9
2020-08-30,"Summit County",16.6,11.5
2020-08-30,"Tooele County",5.5,9.3
2020-08-30,"TriCounty",0,2.3
2020-08-30,"Utah County",9.6,18.7
2020-08-30,"Wasatch County",20.5,10.5
2020-08-30,"Weber-Morgan",4.4,10
2020-08-31,"Bear River",3.7,7
2020-08-31,"Central Utah",0,3.8
2020-08-31,"Davis County",10.7,10.5
2020-08-31,"Salt Lake County",10.3,13.3
2020-08-31,"San Juan",0,3.7
2020-08-31,"Southeast Utah",7.5,4.3
2020-08-31,"Southwest Utah",3.6,7.1
2020-08-31,"Summit County",9.5,10.5
2020-08-31,"Tooele County",5.5,9.1
2020-08-31,"TriCounty",7.1,2.8
2020-08-31,"Utah County",9.9,17.2
2020-08-31,"Wasatch County",2.9,8.8
2020-08-31,"Weber-Morgan",13.6,10.4
2020-09-01,"Bear River",2.7,6.6
2020-09-01,"Central Utah",6.1,3.5
2020-09-01,"Davis County",18,11.4
2020-09-01,"Salt Lake County",12.2,13.2
2020-09-01,"San Juan",13.1,5.6
2020-09-01,"Southeast Utah",0,3.6
2020-09-01,"Southwest Utah",11.1,7.5
2020-09-01,"Summit County",2.4,9.2
2020-09-01,"Tooele County",8.3,7.9
2020-09-01,"TriCounty",0,2.3
2020-09-01,"Utah County",17,16.8
2020-09-01,"Wasatch County",14.7,8.8
2020-09-01,"Weber-Morgan",20.6,11.8
2020-09-02,"Bear River",29.4,9.6
2020-09-02,"Central Utah",14.6,5.1
2020-09-02,"Davis County",9.8,11.7
2020-09-02,"Salt Lake County",13.8,13
2020-09-02,"San Juan",0,5.6
2020-09-02,"Southeast Utah",19.9,6
2020-09-02,"Southwest Utah",10.3,8
2020-09-02,"Summit County",4.7,8.1
2020-09-02,"Tooele County",8.3,7.5
2020-09-02,"TriCounty",5.3,2.5
2020-09-02,"Utah County",24.7,18.1
2020-09-02,"Wasatch County",5.9,9.2
2020-09-02,"Weber-Morgan",17.6,13
2020-09-03,"Bear River",5.4,9.6
2020-09-03,"Central Utah",3.7,4.7
2020-09-03,"Davis County",12.4,11.6
2020-09-03,"Salt Lake County",15,13
2020-09-03,"San Juan",13.1,7.5
2020-09-03,"Southeast Utah",0,5
2020-09-03,"Southwest Utah",12.7,8.7
2020-09-03,"Summit County",14.2,8.5
2020-09-03,"Tooele County",9.7,8.1
2020-09-03,"TriCounty",1.8,2.8
2020-09-03,"Utah County",31.4,20.5
2020-09-03,"Wasatch County",2.9,8.4
2020-09-03,"Weber-Morgan",9.9,12.7
2020-09-04,"Bear River",6.4,9.3
2020-09-04,"Central Utah",2.4,4.5
2020-09-04,"Davis County",8.7,10.8
2020-09-04,"Salt Lake County",15.3,12.9
2020-09-04,"San Juan",6.5,7.5
2020-09-04,"Southeast Utah",12.4,6.4
2020-09-04,"Southwest Utah",10.3,8.7
2020-09-04,"Summit County",42.7,13.6
2020-09-04,"Tooele County",8.3,8.9
2020-09-04,"TriCounty",3.5,3.3
2020-09-04,"Utah County",22,20.5
2020-09-04,"Wasatch County",14.7,9.6
2020-09-04,"Weber-Morgan",9.9,12.2
2020-09-05,"Bear River",7,8.6
2020-09-05,"Central Utah",2.4,4.4
2020-09-05,"Davis County",6.8,10.4
2020-09-05,"Salt Lake County",15,13.1
2020-09-05,"San Juan",0,5.6
2020-09-05,"Southeast Utah",9.9,7.5
2020-09-05,"Southwest Utah",6.3,8.5
2020-09-05,"Summit County",9.5,14.2
2020-09-05,"Tooele County",11.1,8.1
2020-09-05,"TriCounty",0,2.5
2020-09-05,"Utah County",20.9,19.4
2020-09-05,"Wasatch County",5.9,9.6
2020-09-05,"Weber-Morgan",8.4,12.1
2020-09-06,"Bear River",4.8,8.5
2020-09-06,"Central Utah",1.2,4.4
2020-09-06,"Davis County",6.2,10.4
2020-09-06,"Salt Lake County",10.2,13.1
2020-09-06,"San Juan",13.1,6.5
2020-09-06,"Southeast Utah",0,7.1
2020-09-06,"Southwest Utah",5.2,8.5
2020-09-06,"Summit County",4.7,12.5
2020-09-06,"Tooele County",12.5,9.1
2020-09-06,"TriCounty",1.8,2.8
2020-09-06,"Utah County",23.9,21.4
2020-09-06,"Wasatch County",2.9,7.1
2020-09-06,"Weber-Morgan",4,12
2020-09-07,"Bear River",9.1,9.3
2020-09-07,"Central Utah",2.4,4.7
2020-09-07,"Davis County",4.8,9.5
2020-09-07,"Salt Lake County",9.3,13
2020-09-07,"San Juan",0,6.5
2020-09-07,"Southeast Utah",0,6
2020-09-07,"Southwest Utah",2.8,8.4
2020-09-07,"Summit County",11.9,12.9
2020-09-07,"Tooele County",1.4,8.5
2020-09-07,"TriCounty",1.8,2
2020-09-07,"Utah County",23.4,23.3
2020-09-07,"Wasatch County",0,6.7
2020-09-07,"Weber-Morgan",3.3,10.5
2020-09-08,"Bear River",4.3,9.5
2020-09-08,"Central Utah",4.9,4.5
2020-09-08,"Davis County",6.5,7.9
2020-09-08,"Salt Lake County",6.7,12.2
2020-09-08,"San Juan",0,4.7
2020-09-08,"Southeast Utah",0,6
2020-09-08,"Southwest Utah",4.4,7.4
2020-09-08,"Summit County",16.6,14.9
2020-09-08,"Tooele County",4.2,7.9
2020-09-08,"TriCounty",0,2
2020-09-08,"Utah County",22.6,24.1
2020-09-08,"Wasatch County",2.9,5
2020-09-08,"Weber-Morgan",12.5,9.4
2020-09-09,"Bear River",12.3,7
2020-09-09,"Central Utah",4.9,3.1
2020-09-09,"Davis County",9.3,7.8
2020-09-09,"Salt Lake County",7.8,11.3
2020-09-09,"San Juan",6.5,5.6
2020-09-09,"Southeast Utah",0,3.2
2020-09-09,"Southwest Utah",2.8,6.3
2020-09-09,"Summit County",9.5,15.6
2020-09-09,"Tooele County",8.3,7.9
2020-09-09,"TriCounty",3.5,1.8
2020-09-09,"Utah County",30.5,25
2020-09-09,"Wasatch County",2.9,4.6
2020-09-09,"Weber-Morgan",8.1,8
2020-09-10,"Bear River",27.8,10.2
2020-09-10,"Central Utah",4.9,3.3
2020-09-10,"Davis County",14.3,8.1
2020-09-10,"Salt Lake County",21.9,12.3
2020-09-10,"San Juan",0,3.7
2020-09-10,"Southeast Utah",2.5,3.6
2020-09-10,"Southwest Utah",14.3,6.6
2020-09-10,"Summit County",14.2,15.6
2020-09-10,"Tooele County",8.3,7.7
2020-09-10,"TriCounty",1.8,1.8
2020-09-10,"Utah County",36.9,25.8
2020-09-10,"Wasatch County",11.7,5.9
2020-09-10,"Weber-Morgan",11,8.2
2020-09-11,"Bear River",15,11.5
2020-09-11,"Central Utah",3.7,3.5
2020-09-11,"Davis County",8.7,8.1
2020-09-11,"Salt Lake County",19.3,12.9
2020-09-11,"San Juan",6.5,3.7
2020-09-11,"Southeast Utah",7.5,2.8
2020-09-11,"Southwest Utah",9.5,6.5
2020-09-11,"Summit County",9.5,10.8
2020-09-11,"Tooele County",5.5,7.3
2020-09-11,"TriCounty",1.8,1.5
2020-09-11,"Utah County",33.9,27.5
2020-09-11,"Wasatch County",2.9,4.2
2020-09-11,"Weber-Morgan",18,9.3
2020-09-12,"Bear River",18.7,13.2
2020-09-12,"Central Utah",1.2,3.3
2020-09-12,"Davis County",8.7,8.4
2020-09-12,"Salt Lake County",17.1,13.2
2020-09-12,"San Juan",0,3.7
2020-09-12,"Southeast Utah",0,1.4
2020-09-12,"Southwest Utah",7.9,6.7
2020-09-12,"Summit County",11.9,11.2
2020-09-12,"Tooele County",9.7,7.1
2020-09-12,"TriCounty",3.5,2
2020-09-12,"Utah County",50,31.6
2020-09-12,"Wasatch County",11.7,5
2020-09-12,"Weber-Morgan",12.9,10
2020-09-13,"Bear River",14.5,14.5
2020-09-13,"Central Utah",9.8,4.5
2020-09-13,"Davis County",8.2,8.6
2020-09-13,"Salt Lake County",19.6,14.5
2020-09-13,"San Juan",13.1,3.7
2020-09-13,"Southeast Utah",0,1.4
2020-09-13,"Southwest Utah",4.8,6.6
2020-09-13,"Summit County",14.2,12.5
2020-09-13,"Tooele County",2.8,5.7
2020-09-13,"TriCounty",0,1.8
2020-09-13,"Utah County",35.2,33.2
2020-09-13,"Wasatch County",2.9,5
2020-09-13,"Weber-Morgan",6.6,10.3
2020-09-14,"Bear River",13.9,15.2
2020-09-14,"Central Utah",3.7,4.7
2020-09-14,"Davis County",18.3,10.6
2020-09-14,"Salt Lake County",16.6,15.6
2020-09-14,"San Juan",6.5,4.7
2020-09-14,"Southeast Utah",0,1.4
2020-09-14,"Southwest Utah",10.3,7.7
2020-09-14,"Summit County",9.5,12.2
2020-09-14,"Tooele County",5.5,6.3
2020-09-14,"TriCounty",0,1.5
2020-09-14,"Utah County",34.4,34.8
2020-09-14,"Wasatch County",11.7,6.7
2020-09-14,"Weber-Morgan",12.9,11.7
2020-09-15,"Bear River",18.2,17.2
2020-09-15,"Central Utah",6.1,4.9
2020-09-15,"Davis County",11.8,11.3
2020-09-15,"Salt Lake County",23.8,18
2020-09-15,"San Juan",0,4.7
2020-09-15,"Southeast Utah",5,2.1
2020-09-15,"Southwest Utah",6,7.9
2020-09-15,"Summit County",4.7,10.5
2020-09-15,"Tooele County",9.7,7.1
2020-09-15,"TriCounty",5.3,2.3
2020-09-15,"Utah County",50.1,38.7
2020-09-15,"Wasatch County",14.7,8.4
2020-09-15,"Weber-Morgan",13.2,11.8
2020-09-16,"Bear River",21.4,18.5
2020-09-16,"Central Utah",8.5,5.4
2020-09-16,"Davis County",13.8,12
2020-09-16,"Salt Lake County",30.1,21.2
2020-09-16,"San Juan",0,3.7
2020-09-16,"Southeast Utah",2.5,2.5
2020-09-16,"Southwest Utah",10.7,9.1
2020-09-16,"Summit County",2.4,9.5
2020-09-16,"Tooele County",6.9,6.9
2020-09-16,"TriCounty",0,1.8
2020-09-16,"Utah County",63.3,43.4
2020-09-16,"Wasatch County",8.8,9.2
2020-09-16,"Weber-Morgan",12.1,12.4
2020-09-17,"Bear River",31,19
2020-09-17,"Central Utah",6.1,5.6
2020-09-17,"Davis County",14.3,12
2020-09-17,"Salt Lake County",33.4,22.8
2020-09-17,"San Juan",6.5,4.7
2020-09-17,"Southeast Utah",0,2.1
2020-09-17,"Southwest Utah",12.3,8.8
2020-09-17,"Summit County",9.5,8.8
2020-09-17,"Tooele County",16.6,8.1
2020-09-17,"TriCounty",0,1.5
2020-09-17,"Utah County",80.5,49.6
2020-09-17,"Wasatch County",17.6,10.1
2020-09-17,"Weber-Morgan",20.2,13.7
2020-09-18,"Bear River",30.5,21.2
2020-09-18,"Central Utah",15.9,7.3
2020-09-18,"Davis County",16.6,13.1
2020-09-18,"Salt Lake County",34,25
2020-09-18,"San Juan",19.6,6.5
2020-09-18,"Southeast Utah",17.4,3.6
2020-09-18,"Southwest Utah",10.7,9
2020-09-18,"Summit County",23.7,10.8
2020-09-18,"Tooele County",13.8,9.3
2020-09-18,"TriCounty",1.8,1.5
2020-09-18,"Utah County",69,54.7
2020-09-18,"Wasatch County",23.5,13
2020-09-18,"Weber-Morgan",23.1,14.4
2020-09-19,"Bear River",19.8,21.3
2020-09-19,"Central Utah",9.8,8.5
2020-09-19,"Davis County",11.5,13.5
2020-09-19,"Salt Lake County",29,26.7
2020-09-19,"San Juan",6.5,7.5
2020-09-19,"Southeast Utah",7.5,4.6
2020-09-19,"Southwest Utah",7.9,9
2020-09-19,"Summit County",16.6,11.5
2020-09-19,"Tooele County",24.9,11.5
2020-09-19,"TriCounty",1.8,1.3
2020-09-19,"Utah County",65.5,56.9
2020-09-19,"Wasatch County",11.7,13
2020-09-19,"Weber-Morgan",9.9,14
2020-09-20,"Bear River",17.7,21.8
2020-09-20,"Central Utah",12.2,8.9
2020-09-20,"Davis County",7.3,13.4
2020-09-20,"Salt Lake County",23.5,27.2
2020-09-20,"San Juan",6.5,6.5
2020-09-20,"Southeast Utah",9.9,6
2020-09-20,"Southwest Utah",7.9,9.4
2020-09-20,"Summit County",9.5,10.8
2020-09-20,"Tooele County",9.7,12.5
2020-09-20,"TriCounty",3.5,1.8
2020-09-20,"Utah County",36.8,57.1
2020-09-20,"Wasatch County",14.7,14.7
2020-09-20,"Weber-Morgan",8.1,14.2
2020-09-21,"Bear River",11.8,21.5
2020-09-21,"Central Utah",3.7,8.9
2020-09-21,"Davis County",10.7,12.3
2020-09-21,"Salt Lake County",18.8,27.5
2020-09-21,"San Juan",19.6,8.4
2020-09-21,"Southeast Utah",7.5,7.1
2020-09-21,"Southwest Utah",7.1,9
2020-09-21,"Summit County",4.7,10.2
2020-09-21,"Tooele County",4.2,12.3
2020-09-21,"TriCounty",0,1.8
2020-09-21,"Utah County",45.9,58.7
2020-09-21,"Wasatch County",20.5,15.9
2020-09-21,"Weber-Morgan",9.9,13.8
2020-09-22,"Bear River",21.9,22
2020-09-22,"Central Utah",2.4,8.4
2020-09-22,"Davis County",18.8,13.3
2020-09-22,"Salt Lake County",28.1,28.1
2020-09-22,"San Juan",0,8.4
2020-09-22,"Southeast Utah",5,7.1
2020-09-22,"Southwest Utah",7.5,9.2
2020-09-22,"Summit County",14.2,11.5
2020-09-22,"Tooele County",1.4,11.1
2020-09-22,"TriCounty",0,1
2020-09-22,"Utah County",60.2,60.2
2020-09-22,"Wasatch County",32.3,18.4
2020-09-22,"Weber-Morgan",13.6,13.8
2020-09-23,"Bear River",18.7,21.6
2020-09-23,"Central Utah",15.9,9.4
2020-09-23,"Davis County",15.8,13.6
2020-09-23,"Salt Lake County",35,28.8
2020-09-23,"San Juan",13.1,10.3
2020-09-23,"Southeast Utah",22.4,9.9
2020-09-23,"Southwest Utah",15.5,9.9
2020-09-23,"Summit County",33.2,15.9
2020-09-23,"Tooele County",13.8,12.1
2020-09-23,"TriCounty",3.5,1.5
2020-09-23,"Utah County",93.7,64.5
2020-09-23,"Wasatch County",29.3,21.4
2020-09-23,"Weber-Morgan",16.2,14.4
2020-09-24,"Bear River",24.6,20.7
2020-09-24,"Central Utah",11,10.1
2020-09-24,"Davis County",26.4,15.3
2020-09-24,"Salt Lake County",50.1,31.2
2020-09-24,"San Juan",13.1,11.2
2020-09-24,"Southeast Utah",19.9,12.8
2020-09-24,"Southwest Utah",25,11.7
2020-09-24,"Summit County",16.6,16.9
2020-09-24,"Tooele County",16.6,12.1
2020-09-24,"TriCounty",5.3,2.3
2020-09-24,"Utah County",84.6,65.1
2020-09-24,"Wasatch County",35.2,23.9
2020-09-24,"Weber-Morgan",21.7,14.6
2020-09-25,"Bear River",19.8,19.2
2020-09-25,"Central Utah",4.9,8.5
2020-09-25,"Davis County",15.8,15.2
2020-09-25,"Salt Lake County",32.6,31
2020-09-25,"San Juan",6.5,9.3
2020-09-25,"Southeast Utah",7.5,11.4
2020-09-25,"Southwest Utah",11.5,11.8
2020-09-25,"Summit County",28.5,17.6
2020-09-25,"Tooele County",8.3,11.3
2020-09-25,"TriCounty",3.5,2.5
2020-09-25,"Utah County",72.9,65.7
2020-09-25,"Wasatch County",17.6,23
2020-09-25,"Weber-Morgan",12.1,13.1
2020-09-26,"Bear River",24.6,19.9
2020-09-26,"Central Utah",9.8,8.5
2020-09-26,"Davis County",21.9,16.7
2020-09-26,"Salt Lake County",36.3,32
2020-09-26,"San Juan",6.5,9.3
2020-09-26,"Southeast Utah",19.9,13.1
2020-09-26,"Southwest Utah",6.3,11.6
2020-09-26,"Summit County",11.9,16.9
2020-09-26,"Tooele County",22.1,10.9
2020-09-26,"TriCounty",1.8,2.5
2020-09-26,"Utah County",65.1,65.6
2020-09-26,"Wasatch County",32.3,26
2020-09-26,"Weber-Morgan",19.5,14.4
2020-09-27,"Bear River",15,19.5
2020-09-27,"Central Utah",18.3,9.4
2020-09-27,"Davis County",18.8,18.3
2020-09-27,"Salt Lake County",27.7,32.6
2020-09-27,"San Juan",0,8.4
2020-09-27,"Southeast Utah",5,12.4
2020-09-27,"Southwest Utah",9.5,11.8
2020-09-27,"Summit County",11.9,17.3
2020-09-27,"Tooele County",15.2,11.7
2020-09-27,"TriCounty",0,2
2020-09-27,"Utah County",59.4,68.8
2020-09-27,"Wasatch County",23.5,27.2
2020-09-27,"Weber-Morgan",9.5,14.6
2020-09-28,"Bear River",12.3,19.6
2020-09-28,"Central Utah",12.2,10.6
2020-09-28,"Davis County",14.1,18.8
2020-09-28,"Salt Lake County",20.2,32.8
2020-09-28,"San Juan",6.5,6.5
2020-09-28,"Southeast Utah",14.9,13.5
2020-09-28,"Southwest Utah",7.9,11.9
2020-09-28,"Summit County",26.1,20.3
2020-09-28,"Tooele County",4.2,11.7
2020-09-28,"TriCounty",1.8,2.3
2020-09-28,"Utah County",40.1,68
2020-09-28,"Wasatch County",32.3,28.9
2020-09-28,"Weber-Morgan",14.3,15.3
2020-09-29,"Bear River",12.8,18.3
2020-09-29,"Central Utah",13.4,12.2
2020-09-29,"Davis County",23.6,19.5
2020-09-29,"Salt Lake County",32.1,33.4
2020-09-29,"San Juan",0,6.5
2020-09-29,"Southeast Utah",7.5,13.8
2020-09-29,"Southwest Utah",19.4,13.6
2020-09-29,"Summit County",23.7,21.7
2020-09-29,"Tooele County",12.5,13.2
2020-09-29,"TriCounty",3.5,2.8
2020-09-29,"Utah County",50.1,66.6
2020-09-29,"Wasatch County",26.4,28.1
2020-09-29,"Weber-Morgan",11.8,15
2020-09-30,"Bear River",13.9,17.6
2020-09-30,"Central Utah",20.7,12.9
2020-09-30,"Davis County",28.1,21.3
2020-09-30,"Salt Lake County",26.2,32.2
2020-09-30,"San Juan",6.5,5.6
2020-09-30,"Southeast Utah",14.9,12.8
2020-09-30,"Southwest Utah",20.2,14.3
2020-09-30,"Summit County",16.6,19.3
2020-09-30,"Tooele County",22.1,14.4
2020-09-30,"TriCounty",5.3,3
2020-09-30,"Utah County",61,61.9
2020-09-30,"Wasatch County",26.4,27.7
2020-09-30,"Weber-Morgan",27.5,16.6
2020-10-01,"Bear River",38,19.5
2020-10-01,"Central Utah",12.2,13.1
2020-10-01,"Davis County",20,20.3
2020-10-01,"Salt Lake County",38.6,30.5
2020-10-01,"San Juan",13.1,5.6
2020-10-01,"Southeast Utah",9.9,11.4
2020-10-01,"Southwest Utah",23.4,14.1
2020-10-01,"Summit County",19,19.7
2020-10-01,"Tooele County",11.1,13.6
2020-10-01,"TriCounty",1.8,2.5
2020-10-01,"Utah County",61.1,58.5
2020-10-01,"Wasatch County",32.3,27.2
2020-10-01,"Weber-Morgan",18,16.1
2020-10-02,"Bear River",25.7,20.3
2020-10-02,"Central Utah",24.4,15.9
2020-10-02,"Davis County",26.4,21.9
2020-10-02,"Salt Lake County",40.8,31.7
2020-10-02,"San Juan",0,4.7
2020-10-02,"Southeast Utah",5,11
2020-10-02,"Southwest Utah",26.6,16.2
2020-10-02,"Summit County",26.1,19.3
2020-10-02,"Tooele County",15.2,14.6
2020-10-02,"TriCounty",5.3,2.8
2020-10-02,"Utah County",47.9,55
2020-10-02,"Wasatch County",52.8,32.3
2020-10-02,"Weber-Morgan",18.4,17
2020-10-03,"Bear River",31.6,21.3
2020-10-03,"Central Utah",29.3,18.7
2020-10-03,"Davis County",23.6,22.1
2020-10-03,"Salt Lake County",55.7,34.5
2020-10-03,"San Juan",6.5,4.7
2020-10-03,"Southeast Utah",22.4,11.4
2020-10-03,"Southwest Utah",17.5,17.8
2020-10-03,"Summit County",45.1,24.1
2020-10-03,"Tooele County",22.1,14.6
2020-10-03,"TriCounty",7.1,3.5
2020-10-03,"Utah County",65.1,55
2020-10-03,"Wasatch County",35.2,32.7
2020-10-03,"Weber-Morgan",21.7,17.3
2020-10-04,"Bear River",37.5,24.5
2020-10-04,"Central Utah",13.4,18
2020-10-04,"Davis County",21.1,22.4
2020-10-04,"Salt Lake County",40.3,36.3
2020-10-04,"San Juan",0,4.7
2020-10-04,"Southeast Utah",17.4,13.1
2020-10-04,"Southwest Utah",14.7,18.5
2020-10-04,"Summit County",38,27.8
2020-10-04,"Tooele County",16.6,14.8
2020-10-04,"TriCounty",3.5,4
2020-10-04,"Utah County",54.2,54.2
2020-10-04,"Wasatch County",17.6,31.8
2020-10-04,"Weber-Morgan",13.2,17.8
2020-10-05,"Bear River",20.3,25.7
2020-10-05,"Central Utah",4.9,16.9
2020-10-05,"Davis County",16.6,22.8
2020-10-05,"Salt Lake County",28.4,37.4
2020-10-05,"San Juan",13.1,5.6
2020-10-05,"Southeast Utah",14.9,13.1
2020-10-05,"Southwest Utah",13.9,19.4
2020-10-05,"Summit County",19,26.8
2020-10-05,"Tooele County",8.3,15.4
2020-10-05,"TriCounty",10.6,5.3
2020-10-05,"Utah County",31.9,53.1
2020-10-05,"Wasatch County",35.2,32.3
2020-10-05,"Weber-Morgan",11,17.4
2020-10-06,"Bear River",14.5,25.9
2020-10-06,"Central Utah",32.9,19.7
2020-10-06,"Davis County",30.4,23.8
2020-10-06,"Salt Lake County",42.3,38.9
2020-10-06,"San Juan",19.6,8.4
2020-10-06,"Southeast Utah",5,12.8
2020-10-06,"Southwest Utah",23,19.9
2020-10-06,"Summit County",26.1,27.1
2020-10-06,"Tooele County",20.8,16.6
2020-10-06,"TriCounty",10.6,6.3
2020-10-06,"Utah County",26.6,49.7
2020-10-06,"Wasatch County",32.3,33.1
2020-10-06,"Weber-Morgan",24.6,19.2
2020-10-07,"Bear River",63.2,33
2020-10-07,"Central Utah",20.7,19.7
2020-10-07,"Davis County",45.9,26.3
2020-10-07,"Salt Lake County",46.5,41.8
2020-10-07,"San Juan",6.5,8.4
2020-10-07,"Southeast Utah",27.3,14.6
2020-10-07,"Southwest Utah",11.5,18.6
2020-10-07,"Summit County",28.5,28.8
2020-10-07,"Tooele County",34.6,18.4
2020-10-07,"TriCounty",14.1,7.6
2020-10-07,"Utah County",72,51.3
2020-10-07,"Wasatch County",29.3,33.5
2020-10-07,"Weber-Morgan",43.7,21.5
2020-10-08,"Bear River",26.2,31.3
2020-10-08,"Central Utah",17.1,20.4
2020-10-08,"Davis County",41.9,29.4
2020-10-08,"Salt Lake County",45.1,42.7
2020-10-08,"San Juan",13.1,8.4
2020-10-08,"Southeast Utah",27.3,17
2020-10-08,"Southwest Utah",25.4,18.9
2020-10-08,"Summit County",30.8,30.5
2020-10-08,"Tooele County",37.4,22.1
2020-10-08,"TriCounty",3.5,7.8
2020-10-08,"Utah County",67.4,52.2
2020-10-08,"Wasatch County",32.3,33.5
2020-10-08,"Weber-Morgan",27.2,22.8
2020-10-09,"Bear River",34.8,32.6
2020-10-09,"Central Utah",39,22.5
2020-10-09,"Davis County",31.5,30.1
2020-10-09,"Salt Lake County",52,44.3
2020-10-09,"San Juan",19.6,11.2
2020-10-09,"Southeast Utah",19.9,19.2
2020-10-09,"Southwest Utah",30.6,19.5
2020-10-09,"Summit County",30.8,31.2
2020-10-09,"Tooele County",23.5,23.3
2020-10-09,"TriCounty",10.6,8.6
2020-10-09,"Utah County",54.7,53.1
2020-10-09,"Wasatch County",32.3,30.6
2020-10-09,"Weber-Morgan",28.3,24.2
2020-10-10,"Bear River",31.6,32.6
2020-10-10,"Central Utah",34.2,23.2
2020-10-10,"Davis County",31.2,31.2
2020-10-10,"Salt Lake County",46.4,43
2020-10-10,"San Juan",26.1,14
2020-10-10,"Southeast Utah",12.4,17.8
2020-10-10,"Southwest Utah",19.8,19.8
2020-10-10,"Summit County",30.8,29.2
2020-10-10,"Tooele County",16.6,22.5
2020-10-10,"TriCounty",7.1,8.6
2020-10-10,"Utah County",51.6,51.2
2020-10-10,"Wasatch County",14.7,27.7
2020-10-10,"Weber-Morgan",22.4,24.3
2020-10-11,"Bear River",38.5,32.7
2020-10-11,"Central Utah",14.6,23.4
2020-10-11,"Davis County",22.5,31.4
2020-10-11,"Salt Lake County",33.1,42
2020-10-11,"San Juan",13.1,15.9
2020-10-11,"Southeast Utah",5,16
2020-10-11,"Southwest Utah",19.4,20.5
2020-10-11,"Summit County",21.4,26.8
2020-10-11,"Tooele County",42.9,26.3
2020-10-11,"TriCounty",3.5,8.6
2020-10-11,"Utah County",43.1,49.6
2020-10-11,"Wasatch County",32.3,29.8
2020-10-11,"Weber-Morgan",24.2,25.9
2020-10-12,"Bear River",19.8,32.7
2020-10-12,"Central Utah",19.5,25.4
2020-10-12,"Davis County",30.9,33.5
2020-10-12,"Salt Lake County",28.7,42
2020-10-12,"San Juan",0,14
2020-10-12,"Southeast Utah",39.8,19.5
2020-10-12,"Southwest Utah",25,22.1
2020-10-12,"Summit County",16.6,26.4
2020-10-12,"Tooele County",22.1,28.3
2020-10-12,"TriCounty",10.6,8.6
2020-10-12,"Utah County",42.6,51.1
2020-10-12,"Wasatch County",44,31
2020-10-12,"Weber-Morgan",25.7,28
2020-10-13,"Bear River",24.1,34
2020-10-13,"Central Utah",40.3,26.5
2020-10-13,"Davis County",28.4,33.2
2020-10-13,"Salt Lake County",48.4,42.9
2020-10-13,"San Juan",52.3,18.7
2020-10-13,"Southeast Utah",29.8,23.1
2020-10-13,"Southwest Utah",12.7,20.6
2020-10-13,"Summit County",30.8,27.1
2020-10-13,"Tooele County",22.1,28.5
2020-10-13,"TriCounty",8.8,8.3
